date,date_gap,disp,flags,lat,lon,mask,size,vel_angle
2012203,0,0,4,-54.008,-35.762,2,5495.23,0
2012204,1,3.414,4,-54.034,-35.736,2,5959.85,0
2012205,1,5.877,4,-54.082,-35.697,2,6424.47,0
2012206,1,3.065,5,-54.056,-35.68,2,6889.09,0
2012207,1,2.902,4,-54.03,-35.673,2,7353.71,0
2012208,1,10.852,4,-54.123,-35.727,2,7818.33,0
2012209,1,10.412,4,-54.184,-35.606,2,8282.95,0
2012210,1,3.097,4,-54.198,-35.565,2,8747.57,0
2012211,1,9.725,4,-54.284,-35.532,2,9212.19,0
2012212,1,0.367,5,-54.281,-35.535,1,9676.81,0
2012213,1,1.014,5,-54.274,-35.544,1,10141.43,0
2012214,1,1.563,5,-54.263,-35.561,1,10606.05,0
2012215,1,2.051,5,-54.252,-35.586,1,11070.67,0
2012216,1,2.51,5,-54.24,-35.619,1,11684.86,0
2012217,1,2.988,5,-54.231,-35.662,1,11956.62,0
2012218,1,3.539,4,-54.224,-35.715,2,12304.81,0
2012219,1,15.057,4,-54.221,-35.947,1,12709.26,0
2012220,1,16.585,4,-54.14,-36.161,2,13124.36,0
2012221,1,4.508,4,-54.103,-36.134,2,13685.67,0
2012222,1,2.288,4,-54.086,-36.113,2,14228.74,0
2012223,1,8.342,4,-54.156,-36.16,2,14677.77,0
2012224,1,7.599,4,-54.154,-36.277,2,15325.19,0
2012225,1,3.741,4,-54.123,-36.297,1,15807.64,0
2012226,1,3.313,4,-54.098,-36.325,1,16445.55,0
2012227,1,5.424,4,-54.145,-36.305,1,16939.88,0
2012228,1,0.492,5,-54.142,-36.31,1,17465.36,0
2012229,1,1.085,5,-54.135,-36.322,1,17960.8,0
2012230,1,1.088,5,-54.128,-36.334,1,18438.89,0
2012231,1,0.492,4,-54.125,-36.339,2,18906.57,0
2012232,1,2.1,5,-54.144,-36.333,2,19369.59,0
2012233,1,3.926,5,-54.178,-36.321,2,19806.04,0
2012234,1,2.18,4,-54.197,-36.31,1,20218.87,0
2012235,1,2.289,5,-54.177,-36.302,1,20613.04,0
2012236,1,4.178,5,-54.139,-36.295,1,20957.81,0
2012237,1,2.241,4,-54.119,-36.292,1,21313.17,0
2012238,1,5.591,4,-54.169,-36.296,1,21656.29,0
2012239,1,6.24,4,-54.134,-36.371,1,21527.77,0
2012240,1,6.221,5,-54.079,-36.354,1,21366.47,0
2012241,1,4.119,4,-54.044,-36.336,1,21163.43,0
2012242,1,3.6,5,-54.076,-36.335,2,21238.61,0
2012243,1,6.676,5,-54.136,-36.334,2,21201.74,0
2012244,1,3.599,4,-54.169,-36.334,2,21093.12,0
2012245,1,2.451,5,-54.147,-36.339,2,20909.6,0
2012246,1,4.567,5,-54.106,-36.351,2,20517.86,0
2012247,1,2.659,4,-54.084,-36.367,1,20172.58,0
2012248,1,2.324,4,-54.094,-36.399,1,19796.41,0
2012249,1,3.179,4,-54.072,-36.431,1,19247.15,0
2012250,1,5.269,4,-54.107,-36.375,1,18777.47,0
2012251,1,3.101,4,-54.123,-36.337,1,18254.64,0
2012252,1,13.074,4,-54.041,-36.194,1,17724.17,0
2012253,1,7.936,4,-54.092,-36.278,1,17147.49,0
2012254,1,2.747,4,-54.112,-36.303,1,16590.08,0
2012255,1,5.112,4,-54.112,-36.382,1,16039.34,0
2012256,1,4.271,4,-54.147,-36.406,1,15497.36,0
2012257,1,5.955,4,-54.127,-36.322,2,14952.37,0
2012258,1,1.245,4,-54.117,-36.328,2,14412.96,0
2012259,1,5.975,4,-54.073,-36.274,2,13901.72,0
2012260,1,1.63,5,-54.087,-36.284,1,13396.01,0
2012261,1,3.281,5,-54.114,-36.303,1,12918.05,0
2012262,1,2.554,4,-54.136,-36.313,1,12428.87,0
2012263,1,1.232,4,-54.147,-36.307,2,11928.55,0
2012264,1,6.227,4,-54.101,-36.25,2,11503.39,0
2012265,1,3.936,4,-54.13,-36.286,2,11027.28,0
2012266,1,6.099,4,-54.126,-36.379,2,10686.7,0
2012267,1,0,4,-54.126,-36.379,2,10404.87,0
2012268,1,1.238,4,-54.115,-36.386,2,10164.69,0
2012269,1,0,5,-54.115,-36.386,1,9988,0
2012270,1,0,5,-54.115,-36.386,1,9806.66,0
2012271,1,0.007,4,-54.115,-36.386,1,9674.04,0
2012272,1,1.675,5,-54.104,-36.367,2,9575.34,-0.0241
2012273,1,2.176,4,-54.094,-36.339,2,9540.95,-0.0624
2012274,1,7.268,4,-54.158,-36.321,2,9503.41,0.0663
2012275,1,0.393,5,-54.156,-36.325,2,9508.96,0.3085
2012276,1,1.022,5,-54.149,-36.336,2,9522.79,0.3678
2012277,1,1.402,5,-54.139,-36.349,2,9533.18,0.2475
2012278,1,1.559,5,-54.128,-36.364,2,9576.86,-0.1934
2012279,1,1.472,5,-54.118,-36.378,2,9661.07,-0.4722
2012280,1,1.145,5,-54.109,-36.388,1,9741.25,-0.4074
2012281,1,0.601,4,-54.104,-36.392,1,9803.84,-0.2957
2012282,1,7.889,4,-54.103,-36.271,1,9888.82,0.0212
2012283,1,9.225,4,-54.026,-36.216,1,9995.73,0.3765
2012284,1,3.602,4,-54.03,-36.161,1,10108.91,0.4847
2012285,1,2.935,4,-54.003,-36.168,1,10245.85,0.3704
2012286,1,9.446,4,-53.935,-36.083,1,10404.06,-0.0035
2012287,1,5.827,4,-53.898,-36.018,1,10564.96,-0.1212
2012288,1,2.502,4,-53.898,-36.057,1,10782.04,-0.0029
2012289,1,1.385,4,-53.885,-36.061,1,11017.81,-0.0027
2012290,1,2.954,4,-53.9,-36.099,1,11276.26,-0.0019
2012291,1,1.622,4,-53.888,-36.084,1,11548.94,-0.0007
2012292,1,2.189,4,-53.904,-36.065,1,11830.48,0.001
2012293,1,7.289,4,-53.861,-36.148,1,12106.77,0
2012294,1,2.994,4,-53.839,-36.121,1,12395.33,0
2012295,1,7.418,4,-53.905,-36.105,1,12716.34,0
2012296,1,5.025,4,-53.86,-36.108,1,13000.23,0
2012297,1,0.473,4,-53.863,-36.112,2,13326.72,0
2012298,1,1.382,4,-53.862,-36.091,2,13618.25,0
2012299,1,4.195,4,-53.889,-36.046,2,13932.57,0
2012300,1,2.736,4,-53.876,-36.011,2,14234,0
2012301,1,3.277,4,-53.884,-36.059,2,14548.85,0
2012302,1,1.54,4,-53.887,-36.082,2,14879.45,-0.0307
2012303,1,0.427,5,-53.886,-36.075,2,15202.44,0.0041
2012304,1,0.961,4,-53.885,-36.061,2,15439.66,0.068
2012305,1,2.114,4,-53.877,-36.032,2,15693.18,0.1094
2012306,1,5.404,4,-53.925,-36.012,2,15992.89,0.1034
